Date,Open,High,Low,Close,Adj Close,Volume
2017-10-09,14.370000,14.550000,14.300000,14.480000,12.042773,206500
2017-10-16,14.490000,14.590000,14.420000,14.500000,12.059407,132300
2017-10-23,14.510000,14.550000,13.801000,14.270000,11.868119,225200
2017-10-30,14.300000,14.350000,13.900000,13.990000,11.635247,140500
2017-11-06,14.050000,14.690000,13.660000,14.640000,12.175842,475400
2017-11-13,14.620000,14.650000,14.010000,14.170000,11.784952,199600
2017-11-20,14.210000,14.380000,14.070000,14.290000,12.137799,123500
2017-11-27,14.340000,14.430000,14.180000,14.380000,12.214245,151700
2017-12-04,14.350000,14.500000,14.300000,14.370000,12.205750,367500
2017-12-11,14.290000,14.430000,14.070000,14.200000,12.061355,341500
2017-12-18,14.280000,14.320000,13.590000,13.900000,11.806537,307200
2017-12-25,13.900000,14.080000,13.741000,13.820000,11.738585,128600
2018-01-01,13.850000,14.130000,13.779000,13.870000,11.781055,107400
2018-01-08,13.860000,13.930000,13.660000,13.790000,11.713104,145600
2018-01-15,13.810000,13.980000,13.700000,13.810000,11.730092,114300
2018-01-22,13.800000,13.850000,13.660000,13.690000,11.628163,131800
2018-01-29,13.680000,13.760000,13.115000,13.180000,11.194975,174500
2018-02-05,13.080000,13.250000,12.270000,12.780000,10.855218,422600
2018-02-12,12.790000,13.330000,12.570000,13.200000,11.211964,150500
2018-02-19,13.140000,13.300000,12.950000,13.240000,11.245939,97100
2018-02-26,13.260000,13.420000,12.917000,13.210000,11.220457,154600
2018-03-05,13.180000,13.420000,13.102000,13.370000,11.356359,125200
2018-03-12,13.350000,13.670000,13.200000,13.300000,11.296902,269400
2018-03-19,13.280000,13.340000,13.080000,13.080000,11.361205,135300
2018-03-26,13.160000,13.640000,13.039000,13.550000,11.769444,307800
2018-04-02,13.540000,13.630000,13.350000,13.540000,11.760758,138600
2018-04-09,13.570000,13.630000,13.310000,13.310000,11.560982,79000
2018-04-16,13.340000,13.530000,13.230000,13.430000,11.665213,158200
2018-04-23,13.440000,13.590000,13.360000,13.430000,11.665213,111000
2018-04-30,13.470000,13.520000,13.020000,13.380000,11.621783,175900
2018-05-07,13.430000,13.550000,13.290000,13.500000,11.726014,220800
2018-05-14,13.300000,13.310000,13.100000,13.200000,11.465437,194300
2018-05-21,13.180000,13.320000,13.060000,13.140000,11.672715,150300
2018-05-28,13.090000,13.270000,13.080000,13.180000,11.708248,112500
2018-06-04,13.270000,13.270000,12.967000,13.050000,11.592765,248800
2018-06-11,13.040000,13.070000,12.810000,12.820000,11.388447,238400
2018-06-18,12.820000,13.220000,12.820000,13.170000,11.699365,332000
2018-06-25,13.080000,13.320000,13.060000,13.080000,11.619415,233300
2018-07-02,13.030000,13.300000,13.030000,13.210000,11.734899,110000
2018-07-09,13.240000,13.290000,13.090000,13.200000,11.726014,163500
2018-07-16,13.240000,13.550000,13.200000,13.320000,11.832615,366100
2018-07-23,13.280000,13.390000,13.220000,13.260000,11.779315,139300
2018-07-30,13.270000,13.530000,13.250000,13.510000,12.001399,296800
2018-08-06,13.500000,13.620000,13.360000,13.580000,12.063581,226300
2018-08-13,13.580000,13.631000,13.240000,13.500000,11.992516,208600
2018-08-20,13.490000,13.830000,13.490000,13.560000,12.317526,217300
2018-08-27,13.570000,13.780000,13.390000,13.640000,12.390196,183600
2018-09-03,13.640000,13.840000,13.510000,13.730000,12.471948,89600
2018-09-10,13.790000,13.810000,13.565000,13.750000,12.490117,136600
2018-09-17,13.770000,13.790000,13.430000,13.700000,12.444695,257900
2018-09-24,13.700000,13.770000,13.450000,13.610000,12.362944,114000
2018-10-01,13.620000,13.620000,13.094000,13.150000,11.945094,161300
2018-10-08,13.150000,13.400000,12.740000,12.830000,11.654413,218000
2018-10-15,12.840000,13.160000,12.810000,12.920000,11.736167,81900
2018-10-22,12.960000,13.100000,12.800000,12.930000,11.745252,126500
2018-10-29,13.010000,13.200000,12.854000,13.150000,11.945094,125400
2018-11-05,13.150000,13.950000,13.130000,13.580000,12.335691,143500
2018-11-12,13.600000,13.810000,12.720000,13.000000,11.808837,215000
2018-11-19,12.900000,13.060000,12.680000,12.880000,11.980698,173500
2018-11-26,12.930000,13.090000,12.770000,12.930000,12.027208,203200
2018-12-03,13.000000,13.290000,12.840000,13.250000,12.324864,286500
2018-12-10,13.260000,13.400000,13.080000,13.170000,12.250450,288100
2018-12-17,13.160000,13.234000,11.880000,11.980000,11.143538,457900
2018-12-24,11.920000,12.220000,11.560000,12.120000,11.273764,198700
2018-12-31,12.160000,12.404000,11.830000,12.250000,11.394686,254300
2019-01-07,12.250000,12.810000,12.180000,12.740000,11.850473,259700
2019-01-14,12.590000,12.840000,12.560000,12.680000,11.794663,170500
2019-01-21,12.670000,12.960000,12.510000,12.910000,12.055920,74000
2019-01-28,12.820000,12.970000,12.760000,12.940000,12.083935,124200
2019-02-04,12.960000,13.240000,12.940000,13.190000,12.317395,125800
2019-02-11,13.140000,13.200000,12.750000,12.900000,12.046581,197500
2019-02-18,12.860000,13.140000,12.800000,13.060000,12.195996,147200
2019-02-25,13.040000,13.490000,12.880000,13.390000,12.504165,234800
2019-03-04,13.360000,13.545000,13.250000,13.420000,12.532180,174700
2019-03-11,13.420000,13.770000,13.380000,13.470000,12.578872,436100
2019-03-18,13.430000,13.660000,13.330000,13.350000,12.764303,275600
2019-03-25,13.310000,13.750000,13.300000,13.740000,13.137193,273700
2019-04-01,13.750000,13.900000,13.600000,13.780000,13.175438,249100
2019-04-08,13.710000,13.900000,13.660000,13.720000,13.118071,174300
2019-04-15,13.740000,13.920000,13.652000,13.860000,13.251928,112100
2019-04-22,13.830000,14.190000,13.800000,14.130000,13.510082,195500
2019-04-29,14.100000,14.370000,14.051000,14.200000,13.577011,174500
2019-05-06,14.080000,14.264000,13.970000,14.180000,13.557890,172100
2019-05-13,14.240000,14.240000,13.800000,13.820000,13.213683,217100
2019-05-20,13.750000,13.929000,13.600000,13.610000,13.313122,173700
2019-05-27,13.500000,13.690000,12.390000,12.700000,12.422972,510800
2019-06-03,12.780000,13.060000,12.700000,12.930000,12.647956,1447000
2019-06-10,12.980000,13.260000,12.840000,13.200000,12.912066,390000
2019-06-17,13.200000,13.420000,13.090000,13.420000,13.127267,486900
2019-06-24,13.420000,14.035000,13.250000,14.000000,13.694615,615700
2019-07-01,13.830000,14.000000,13.480000,13.750000,13.450068,182400
2019-07-08,13.730000,13.934000,13.630000,13.750000,13.450068,220100
2019-07-15,13.750000,13.860000,13.470000,13.620000,13.322904,207200
2019-07-22,13.610000,14.075000,13.610000,13.980000,13.675051,242400
2019-07-29,13.950000,14.090000,13.750000,13.840000,13.538105,240100
2019-08-05,13.730000,14.600000,13.520000,14.490000,14.173926,436400
2019-08-12,14.530000,14.840000,14.268000,14.330000,14.017417,768600
2019-08-19,14.450000,14.660000,14.260000,14.320000,14.320000,319600
2019-08-26,14.360000,14.650000,14.280000,14.580000,14.580000,314700
2019-09-02,15.220000,15.620000,15.000000,15.400000,15.400000,1383500
2019-09-09,15.400000,15.610000,15.260000,15.400000,15.400000,900800
2019-09-16,15.400000,15.425000,15.100000,15.100000,15.100000,1064400
2019-09-23,15.140000,15.500000,15.110000,15.280000,15.280000,546800
2019-09-30,15.580000,15.587000,15.310000,15.350000,15.350000,1544100
2019-10-07,15.400000,15.640000,15.330000,15.500000,15.500000,821600
2019-10-10,15.520000,15.640000,15.465000,15.500000,15.500000,163292
